concept,xpath,frequency
"methods_methodStep_description_section_para_itemizedlist_listitem","/eml/dataset/methods/methodStep/description/section/para/itemizedlist/listitem",1022
"spatialRaster_methods_methodStep_description_para","/eml/dataset/spatialRaster/methods/methodStep/description/para",702
"methods_methodStep_description_para_emphasis","/eml/dataset/methods/methodStep/description/para/emphasis",661
"spatialRaster_methods_methodStep_description","/eml/dataset/spatialRaster/methods/methodStep/description",575
"otherEntity_methods_methodStep_description","/eml/dataset/otherEntity/methods/methodStep/description",464
"methods_methodStep_description_para_literalLayout","/eml/dataset/methods/methodStep/description/para/literalLayout",387
"spatialVector_methods_methodStep_description","/eml/dataset/spatialVector/methods/methodStep/description",363
"dataTable_methods_methodStep_description_section_para","/eml/dataset/dataTable/methods/methodStep/description/section/para",354
"methods_qualityControl_description","/eml/dataset/methods/qualityControl/description",354
"methods_sampling_studyExtent_description_para","/eml/dataset/methods/sampling/studyExtent/description/para",350
"spatialVector_methods_methodStep_description_para","/eml/dataset/spatialVector/methods/methodStep/description/para",349
"methods_sampling_studyExtent_description","/eml/dataset/methods/sampling/studyExtent/description",330
"methods_qualityControl_description_para","/eml/dataset/methods/qualityControl/description/para",307
"methods_methodStep_description_section_para_orderedlist_listitem_para","/eml/dataset/methods/methodStep/description/section/para/orderedlist/listitem/para",280
"methods_methodStep_description_section_para_orderedlist_listitem","/eml/dataset/methods/methodStep/description/section/para/orderedlist/listitem",276
"dataTable_methods_methodStep_description_section","/eml/dataset/dataTable/methods/methodStep/description/section",262
"methods_methodStep_description_section_para_emphasis","/eml/dataset/methods/methodStep/description/section/para/emphasis",236
"methods_methodStep_description_section_section_para","/eml/dataset/methods/methodStep/description/section/section/para",231
"methods_methodStep_description_para_orderedlist_listitem","/eml/dataset/methods/methodStep/description/para/orderedlist/listitem",219
"methods_methodStep_description_para_orderedlist_listitem_para","/eml/dataset/methods/methodStep/description/para/orderedlist/listitem/para",219
"dataTable_methods_methodStep_description_section_para_literalLayout","/eml/dataset/dataTable/methods/methodStep/description/section/para/literalLayout",202
"methods_methodStep_description_para_subscript","/eml/dataset/methods/methodStep/description/para/subscript",201
"project_designDescription_description_section_para","/eml/dataset/project/designDescription/description/section/para",200
"methods_methodStep_description_para_superscript","/eml/dataset/methods/methodStep/description/para/superscript",156
"methods_methodStep_description_section_para_itemizedlist","/eml/dataset/methods/methodStep/description/section/para/itemizedlist",149
"methods_qualityControl_description_para_literalLayout","/eml/dataset/methods/qualityControl/description/para/literalLayout",141
"spatialVector_methods_methodStep_description_section_para","/eml/dataset/spatialVector/methods/methodStep/description/section/para",136
"methods_methodStep_description_section_section_para_itemizedlist_listitem_para","/eml/dataset/methods/methodStep/description/section/section/para/itemizedlist/listitem/para",125
"methods_methodStep_description_section_section_para_itemizedlist_listitem","/eml/dataset/methods/methodStep/description/section/section/para/itemizedlist/listitem",125
"methods_methodStep_protocol_proceduralStep_description","/eml/dataset/methods/methodStep/protocol/proceduralStep/description",119
"methods_methodStep_protocol_proceduralStep_description_para","/eml/dataset/methods/methodStep/protocol/proceduralStep/description/para",119
"methods_methodStep_description_section_para_itemizedlist_listitem_para_itemizedlist_listitem_para","/eml/dataset/methods/methodStep/description/section/para/itemizedlist/listitem/para/itemizedlist/listitem/para",114
"methods_methodStep_description_section_para_itemizedlist_listitem_para_itemizedlist_listitem","/eml/dataset/methods/methodStep/description/section/para/itemizedlist/listitem/para/itemizedlist/listitem",114
"methods_methodStep_description_section_para_subscript","/eml/dataset/methods/methodStep/description/section/para/subscript",113
"methods_methodStep_description_section_para_superscript","/eml/dataset/methods/methodStep/description/section/para/superscript",107
"methods_methodStep_description_section_section","/eml/dataset/methods/methodStep/description/section/section",97
"methods_methodStep_description_section_section_title","/eml/dataset/methods/methodStep/description/section/section/title",94
"_eml_additionalMetadata_metadata_unitList_{http:__www.xml-cml.org_schema_stmml-.}unitList_{http:__www.xml-cml.org_schema_stmml-.}unit_{http:__www.xml-cml.org_schema_stmml-.}description","/eml/additionalMetadata/metadata/unitList/{http://www.xml-cml.org/schema/stmml-.}unitList/{http://www.xml-cml.org/schema/stmml-.}unit/{http://www.xml-cml.org/schema/stmml-.}description",61
"methods_methodStep_description_section_para_orderedlist","/eml/dataset/methods/methodStep/description/section/para/orderedlist",57
"methods_methodStep_description_section_para_ulink","/eml/dataset/methods/methodStep/description/section/para/ulink",57
"dataTable_methods_methodStep_description_section_title","/eml/dataset/dataTable/methods/methodStep/description/section/title",57
"methods_methodStep_description_section_section_para_orderedlist_listitem_para","/eml/dataset/methods/methodStep/description/section/section/para/orderedlist/listitem/para",50
"methods_methodStep_description_section_section_para_orderedlist_listitem","/eml/dataset/methods/methodStep/description/section/section/para/orderedlist/listitem",50
"methods_qualityControl_description_section_para","/eml/dataset/methods/qualityControl/description/section/para",47
"_eml_additionalMetadata_metadata_{http:__www.xml-cml.org_schema_stmml_.}unitList_unit_description","/eml/additionalMetadata/metadata/{http://www.xml-cml.org/schema/stmml_.}unitList/unit/description",46
"maintenance_description_section_para_literalLayout","/eml/dataset/maintenance/description/section/para/literalLayout",44
"methods_methodStep_description_para_ulink","/eml/dataset/methods/methodStep/description/para/ulink",44
"methods_methodStep_description_section_para_itemizedlist_listitem_para_subscript","/eml/dataset/methods/methodStep/description/section/para/itemizedlist/listitem/para/subscript",44
"dataTable_methods_qualityControl_description_para_literalLayout","/eml/dataset/dataTable/methods/qualityControl/description/para/literalLayout",35
"methods_methodStep_description_para_orderedlist","/eml/dataset/methods/methodStep/description/para/orderedlist",35
"project_designDescription_description","/eml/dataset/project/designDescription/description",31
"methods_methodStep_description_section_para_itemizedlist_listitem_para_emphasis","/eml/dataset/methods/methodStep/description/section/para/itemizedlist/listitem/para/emphasis",26
"otherEntity_methods_methodStep_description_section_para_literalLayout","/eml/dataset/otherEntity/methods/methodStep/description/section/para/literalLayout",26
"methods_methodStep_description_section_para_itemizedlist_listitem_para_superscript","/eml/dataset/methods/methodStep/description/section/para/itemizedlist/listitem/para/superscript",26
"methods_methodStep_description_section_section_section_para_orderedlist_listitem_para","/eml/dataset/methods/methodStep/description/section/section/section/para/orderedlist/listitem/para",23
"methods_methodStep_description_section_section_section_para_orderedlist_listitem","/eml/dataset/methods/methodStep/description/section/section/section/para/orderedlist/listitem",23
"methods_methodStep_description_section_para_orderedlist_listitem_para_ulink","/eml/dataset/methods/methodStep/description/section/para/orderedlist/listitem/para/ulink",21
"spatialVector_methods_methodStep_description_section","/eml/dataset/spatialVector/methods/methodStep/description/section",20
"project_designDescription_description_section","/eml/dataset/project/designDescription/description/section",20
"methods_qualityControl_description_section","/eml/dataset/methods/qualityControl/description/section",19
"spatialVector_methods_methodStep_description_section_title","/eml/dataset/spatialVector/methods/methodStep/description/section/title",19
"methods_methodStep_description_section_para_itemizedlist_listitem_para_itemizedlist","/eml/dataset/methods/methodStep/description/section/para/itemizedlist/listitem/para/itemizedlist",18
"dataTable_methods_methodStep_description_section_section_para","/eml/dataset/dataTable/methods/methodStep/description/section/section/para",17
"methods_methodStep_description_section_section_para_literalLayout","/eml/dataset/methods/methodStep/description/section/section/para/literalLayout",17
"otherEntity_methods_qualityControl_description","/eml/dataset/otherEntity/methods/qualityControl/description",15
"methods_methodStep_description_section_section_para_itemizedlist","/eml/dataset/methods/methodStep/description/section/section/para/itemizedlist",13
"methods_methodStep_description_para_itemizedlist_listitem_para_subscript","/eml/dataset/methods/methodStep/description/para/itemizedlist/listitem/para/subscript",13
"methods_methodStep_description_section_section_para_emphasis","/eml/dataset/methods/methodStep/description/section/section/para/emphasis",12
"methods_sampling_studyExtent_description_para_superscript","/eml/dataset/methods/sampling/studyExtent/description/para/superscript",11
"methods_methodStep_description_section_section_section_para","/eml/dataset/methods/methodStep/description/section/section/section/para",10
"_eml_additionalMetadata_metadata_unitList_{http:__www.xml-cml.org_schema_stmml-.}unit_{http:__www.xml-cml.org_schema_stmml-.}description","/eml/additionalMetadata/metadata/unitList/{http://www.xml-cml.org/schema/stmml-.}unit/{http://www.xml-cml.org/schema/stmml-.}description",9
"spatialRaster_attributeList_attribute_methods_methodStep_description","/eml/dataset/spatialRaster/attributeList/attribute/methods/methodStep/description",8
"methods_qualityControl_description_section_title","/eml/dataset/methods/qualityControl/description/section/title",8
"methods_methodStep_description_section_para_orderedlist_listitem_para_itemizedlist_listitem","/eml/dataset/methods/methodStep/description/section/para/orderedlist/listitem/para/itemizedlist/listitem",8
"methods_methodStep_description_section_para_orderedlist_listitem_para_emphasis","/eml/dataset/methods/methodStep/description/section/para/orderedlist/listitem/para/emphasis",8
"methods_methodStep_description_section_para_orderedlist_listitem_para_itemizedlist_listitem_orderedlist","/eml/dataset/methods/methodStep/description/section/para/orderedlist/listitem/para/itemizedlist/listitem/orderedlist",6
"methods_methodStep_description_section_section_para_orderedlist","/eml/dataset/methods/methodStep/description/section/section/para/orderedlist",6
"methods_methodStep_description_section_para_orderedlist_listitem_para_itemizedlist_listitem_orderedlist_listitem_para","/eml/dataset/methods/methodStep/description/section/para/orderedlist/listitem/para/itemizedlist/listitem/orderedlist/listitem/para",6
"methods_methodStep_description_section_para_orderedlist_listitem_para_itemizedlist_listitem_orderedlist_listitem","/eml/dataset/methods/methodStep/description/section/para/orderedlist/listitem/para/itemizedlist/listitem/orderedlist/listitem",6
"methods_methodStep_description_section_para_itemizedlist_listitem_para_ulink","/eml/dataset/methods/methodStep/description/section/para/itemizedlist/listitem/para/ulink",6
"spatialRaster_methods_methodStep_description_para_literalLayout","/eml/dataset/spatialRaster/methods/methodStep/description/para/literalLayout",6
"dataTable_methods_methodStep_description_section_section","/eml/dataset/dataTable/methods/methodStep/description/section/section",5
"dataTable_attributeList_attribute_methods_methodStep_description_section_section_para","/eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/section/section/para",5
"methods_methodStep_description_section_section_para_itemizedlist_listitem_para_literalLayout","/eml/dataset/methods/methodStep/description/section/section/para/itemizedlist/listitem/para/literalLayout",5
"spatialRaster_methods_methodStep_description_para_ulink","/eml/dataset/spatialRaster/methods/methodStep/description/para/ulink",5
"methods_methodStep_description_section_section_section","/eml/dataset/methods/methodStep/description/section/section/section",4
"spatialRaster_methods_methodStep_description_section","/eml/dataset/spatialRaster/methods/methodStep/description/section",4
"dataTable_methods_methodStep_description_section_section_title","/eml/dataset/dataTable/methods/methodStep/description/section/section/title",4
"spatialRaster_methods_methodStep_description_section_para","/eml/dataset/spatialRaster/methods/methodStep/description/section/para",4
"dataTable_methods_methodStep_description_section_section_section_para","/eml/dataset/dataTable/methods/methodStep/description/section/section/section/para",4
"methods_methodStep_description_section_para_orderedlist_listitem_para_itemizedlist","/eml/dataset/methods/methodStep/description/section/para/orderedlist/listitem/para/itemizedlist",4
"methods_methodStep_description_section_para_orderedlist_listitem_para_superscript","/eml/dataset/methods/methodStep/description/section/para/orderedlist/listitem/para/superscript",4
"methods_methodStep_description_section_section_section_title","/eml/dataset/methods/methodStep/description/section/section/section/title",4
"methods_methodStep_dataSource_maintenance_description_para","/eml/dataset/methods/methodStep/dataSource/maintenance/description/para",3
"dataTable_attributeList_attribute_methods_methodStep_description_para_literalLayout","/eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/para/literalLayout",3
"methods_methodStep_description_section_section_section_para_orderedlist","/eml/dataset/methods/methodStep/description/section/section/section/para/orderedlist",3
"methods_methodStep_dataSource_maintenance_description","/eml/dataset/methods/methodStep/dataSource/maintenance/description",3
"dataTable_attributeList_attribute_methods_methodStep_description_section_section","/eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/section/section",2
"dataTable_attributeList_attribute_methods_methodStep_description_section_section_title","/eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/section/section/title",2
"methods_methodStep_description_section_section_para_ulink","/eml/dataset/methods/methodStep/description/section/section/para/ulink",2
"methods_methodStep_description_section_para_orderedlist_listitem_para_subscript","/eml/dataset/methods/methodStep/description/section/para/orderedlist/listitem/para/subscript",2
"methods_methodStep_description_section_para_orderedlist_listitem_para_itemizedlist_listitem_para","/eml/dataset/methods/methodStep/description/section/para/orderedlist/listitem/para/itemizedlist/listitem/para",2
"methods_methodStep_description_section_para_itemizedlist_listitem_para_itemizedlist_listitem_para_subscript","/eml/dataset/methods/methodStep/description/section/para/itemizedlist/listitem/para/itemizedlist/listitem/para/subscript",2
"methods_methodStep_subStep_description","/eml/dataset/methods/methodStep/subStep/description",1
"methods_methodStep_subStep_description_para","/eml/dataset/methods/methodStep/subStep/description/para",1
"dataTable_attributeList_attribute_methods_methodStep_description_section_para","/eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/section/para",1
"dataTable_attributeList_attribute_methods_methodStep_description_section_section_para_emphasis","/eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/section/section/para/emphasis",1
"dataTable_attributeList_attribute_methods_methodStep_description_section_para_literalLayout","/eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/section/para/literalLayout",1
"dataTable_methods_methodStep_description_section_section_section","/eml/dataset/dataTable/methods/methodStep/description/section/section/section",1
"spatialVector_methods_methodStep_description_section_para_orderedlist","/eml/dataset/spatialVector/methods/methodStep/description/section/para/orderedlist",1
"spatialVector_methods_methodStep_description_section_para_orderedlist_listitem","/eml/dataset/spatialVector/methods/methodStep/description/section/para/orderedlist/listitem",1
"spatialVector_methods_methodStep_description_section_para_orderedlist_listitem_para","/eml/dataset/spatialVector/methods/methodStep/description/section/para/orderedlist/listitem/para",1
"dataTable_methods_methodStep_description_section_section_section_title","/eml/dataset/dataTable/methods/methodStep/description/section/section/section/title",1
"dataTable_attributeList_attribute_methods_methodStep_description_section","/eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/section",1
"dataTable_attributeList_attribute_methods_methodStep_description_para_superscript","/eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/para/superscript",1
"dataTable_attributeList_attribute_methods_methodStep_description_section_title","/eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/section/title",1
"methods_methodStep_description_section_para_ulink_citetitle","/eml/dataset/methods/methodStep/description/section/para/ulink/citetitle",1
"dataTable_methods_sampling_studyExtent_description","/eml/dataset/dataTable/methods/sampling/studyExtent/description",1
"methods_sampling_studyExtent_coverage_geographicCoverage_boundingCoordinates_eastBoundingCoordinate","/eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate",21700
"coverage_geographicCoverage_boundingCoordinates_eastBoundingCoordinate","/eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate",14598
"methods_sampling_spatialSamplingUnits_coverage_boundingCoordinates_eastBoundingCoordinate","/eml/dataset/methods/sampling/spatialSamplingUnits/coverage/boundingCoordinates/eastBoundingCoordinate",8290
"project_studyAreaDescription_coverage_geographicCoverage_boundingCoordinates_eastBoundingCoordinate","/eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate",750
"dataTable_coverage_geographicCoverage_boundingCoordinates_eastBoundingCoordinate","/eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate",475
"project_relatedProject_studyAreaDescription_coverage_geographicCoverage_boundingCoordinates_eastBoundingCoordinate","/eml/dataset/project/relatedProject/studyAreaDescription/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate",393
"spatialRaster_coverage_geographicCoverage_boundingCoordinates_eastBoundingCoordinate","/eml/dataset/spatialRaster/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate",103
"spatialVector_coverage_geographicCoverage_boundingCoordinates_eastBoundingCoordinate","/eml/dataset/spatialVector/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate",86
"contact_electronicMailAddress","/eml/dataset/contact/electronicMailAddress",10568
"creator_electronicMailAddress","/eml/dataset/creator/electronicMailAddress",10106
"project_personnel_electronicMailAddress","/eml/dataset/project/personnel/electronicMailAddress",6534
"associatedParty_electronicMailAddress","/eml/dataset/associatedParty/electronicMailAddress",6062
"metadataProvider_electronicMailAddress","/eml/dataset/metadataProvider/electronicMailAddress",2739
"project_relatedProject_personnel_electronicMailAddress","/eml/dataset/project/relatedProject/personnel/electronicMailAddress",1857
"publisher_electronicMailAddress","/eml/dataset/publisher/electronicMailAddress",1438
"dataTable_methods_methodStep_software_creator_electronicMailAddress","/eml/dataset/dataTable/methods/methodStep/software/creator/electronicMailAddress",883
"dataTable_methods_methodStep_software_associatedParty_electronicMailAddress","/eml/dataset/dataTable/methods/methodStep/software/associatedParty/electronicMailAddress",880
"methods_methodStep_dataSource_creator_electronicMailAddress","/eml/dataset/methods/methodStep/dataSource/creator/electronicMailAddress",425
"methods_methodStep_dataSource_contact_electronicMailAddress","/eml/dataset/methods/methodStep/dataSource/contact/electronicMailAddress",303
"methods_methodStep_protocol_creator_electronicMailAddress","/eml/dataset/methods/methodStep/protocol/creator/electronicMailAddress",35
"spatialVector_methods_methodStep_dataSource_creator_electronicMailAddress","/eml/dataset/spatialVector/methods/methodStep/dataSource/creator/electronicMailAddress",3
"spatialVector_methods_methodStep_dataSource_contact_electronicMailAddress","/eml/dataset/spatialVector/methods/methodStep/dataSource/contact/electronicMailAddress",3
"methods_sampling_citation_creator_electronicMailAddress","/eml/dataset/methods/sampling/citation/creator/electronicMailAddress",2
"methods_methodStep_citation_creator_electronicMailAddress","/eml/dataset/methods/methodStep/citation/creator/electronicMailAddress",2
"methods_methodStep_software_associatedParty_electronicMailAddress","/eml/dataset/methods/methodStep/software/associatedParty/electronicMailAddress",1
"methods_methodStep_software_creator_electronicMailAddress","/eml/dataset/methods/methodStep/software/creator/electronicMailAddress",1
"methods_sampling_citation_article_publisher_electronicMailAddress","/eml/dataset/methods/sampling/citation/article/publisher/electronicMailAddress",1
"methods_methodStep_citation_article_publisher_electronicMailAddress","/eml/dataset/methods/methodStep/citation/article/publisher/electronicMailAddress",1
"methods_sampling_citation_contact_electronicMailAddress","/eml/dataset/methods/sampling/citation/contact/electronicMailAddress",1
"methods_methodStep_citation_contact_electronicMailAddress","/eml/dataset/methods/methodStep/citation/contact/electronicMailAddress",1
"dataTable_entityDescription","/eml/dataset/dataTable/entityDescription",10222
"otherEntity_entityDescription","/eml/dataset/otherEntity/entityDescription",3918
"spatialRaster_entityDescription","/eml/dataset/spatialRaster/entityDescription",478
"spatialVector_entityDescription","/eml/dataset/spatialVector/entityDescription",403
"dataTable_entityName","/eml/dataset/dataTable/entityName",10530
"otherEntity_entityName","/eml/dataset/otherEntity/entityName",3925
"spatialRaster_entityName","/eml/dataset/spatialRaster/entityName",534
"spatialVector_entityName","/eml/dataset/spatialVector/entityName",476
"dataTable_physical_dataFormat_textFormat_simpleDelimited_fieldDelimiter","/eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter",10491
"otherEntity_physical_dataFormat_textFormat_simpleDelimited_fieldDelimiter","/eml/dataset/otherEntity/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter",155
"spatialVector_physical_dataFormat_textFormat_simpleDelimited_fieldDelimiter","/eml/dataset/spatialVector/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter",3
"dataTable_attributeList_attribute_measurementScale_dateTime_formatString","/eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString",11267
"spatialVector_attributeList_attribute_measurementScale_dateTime_formatString","/eml/dataset/spatialVector/attributeList/attribute/measurementScale/dateTime/formatString",16
"methods_sampling_studyExtent_coverage_geographicCoverage_geographicDescription","/eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/geographicDescription",21700
"coverage_geographicCoverage_geographicDescription","/eml/dataset/coverage/geographicCoverage/geographicDescription",14598
"methods_sampling_spatialSamplingUnits_coverage_geographicDescription","/eml/dataset/methods/sampling/spatialSamplingUnits/coverage/geographicDescription",8290
"project_studyAreaDescription_coverage_geographicCoverage_geographicDescription","/eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/geographicDescription",750
"dataTable_coverage_geographicCoverage_geographicDescription","/eml/dataset/dataTable/coverage/geographicCoverage/geographicDescription",475
"project_relatedProject_studyAreaDescription_coverage_geographicCoverage_geographicDescription","/eml/dataset/project/relatedProject/studyAreaDescription/coverage/geographicCoverage/geographicDescription",393
"spatialRaster_coverage_geographicCoverage_geographicDescription","/eml/dataset/spatialRaster/coverage/geographicCoverage/geographicDescription",103
"spatialVector_coverage_geographicCoverage_geographicDescription","/eml/dataset/spatialVector/coverage/geographicCoverage/geographicDescription",86
"project_personnel_individualName_givenName","/eml/dataset/project/personnel/individualName/givenName",15111
"creator_individualName_givenName","/eml/dataset/creator/individualName/givenName",13685
"associatedParty_individualName_givenName","/eml/dataset/associatedParty/individualName/givenName",11095
"contact_individualName_givenName","/eml/dataset/contact/individualName/givenName",3752
"project_relatedProject_personnel_individualName_givenName","/eml/dataset/project/relatedProject/personnel/individualName/givenName",1989
"dataTable_methods_methodStep_software_creator_individualName_givenName","/eml/dataset/dataTable/methods/methodStep/software/creator/individualName/givenName",1760
"methods_methodStep_citation_creator_individualName_givenName","/eml/dataset/methods/methodStep/citation/creator/individualName/givenName",1589
"metadataProvider_individualName_givenName","/eml/dataset/metadataProvider/individualName/givenName",603
"methods_methodStep_dataSource_creator_individualName_givenName","/eml/dataset/methods/methodStep/dataSource/creator/individualName/givenName",486
"publisher_individualName_givenName","/eml/dataset/publisher/individualName/givenName",251
"methods_methodStep_dataSource_contact_individualName_givenName","/eml/dataset/methods/methodStep/dataSource/contact/individualName/givenName",249
"methods_methodStep_protocol_creator_individualName_givenName","/eml/dataset/methods/methodStep/protocol/creator/individualName/givenName",61
"methods_methodStep_citation_chapter_editor_individualName_givenName","/eml/dataset/methods/methodStep/citation/chapter/editor/individualName/givenName",40
"_eml_additionalMetadata_metadata_citation_creator_individualName_givenName","/eml/additionalMetadata/metadata/citation/creator/individualName/givenName",13
"methods_methodStep_software_creator_individualName_givenName","/eml/dataset/methods/methodStep/software/creator/individualName/givenName",9
"methods_sampling_citation_creator_individualName_givenName","/eml/dataset/methods/sampling/citation/creator/individualName/givenName",3
"coverage_taxonomicCoverage_taxonomicSystem_identifierName_individualName_givenName","/eml/dataset/coverage/taxonomicCoverage/taxonomicSystem/identifierName/individualName/givenName",2
"keywordSet_keyword","/eml/dataset/keywordSet/keyword",92473
"keywordSet","/eml/dataset/keywordSet",15580
"keywordSet_keywordThesaurus","/eml/dataset/keywordSet/keywordThesaurus",12605
"methods_methodStep_protocol_keywordSet_keyword","/eml/dataset/methods/methodStep/protocol/keywordSet/keyword",12
"methods_methodStep_protocol_keywordSet","/eml/dataset/methods/methodStep/protocol/keywordSet",6
"methods_sampling_studyExtent_coverage_geographicCoverage_boundingCoordinates_northBoundingCoordinate","/eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate",21700
"coverage_geographicCoverage_boundingCoordinates_northBoundingCoordinate","/eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate",14598
"methods_sampling_spatialSamplingUnits_coverage_boundingCoordinates_northBoundingCoordinate","/eml/dataset/methods/sampling/spatialSamplingUnits/coverage/boundingCoordinates/northBoundingCoordinate",8290
"project_studyAreaDescription_coverage_geographicCoverage_boundingCoordinates_northBoundingCoordinate","/eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate",750
"dataTable_coverage_geographicCoverage_boundingCoordinates_northBoundingCoordinate","/eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate",475
"project_relatedProject_studyAreaDescription_coverage_geographicCoverage_boundingCoordinates_northBoundingCoordinate","/eml/dataset/project/relatedProject/studyAreaDescription/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate",393
"spatialRaster_coverage_geographicCoverage_boundingCoordinates_northBoundingCoordinate","/eml/dataset/spatialRaster/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate",103
"spatialVector_coverage_geographicCoverage_boundingCoordinates_northBoundingCoordinate","/eml/dataset/spatialVector/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate",86
"dataTable_physical_dataFormat_textFormat_numHeaderLines","/eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines",10503
"otherEntity_physical_dataFormat_textFormat_numHeaderLines","/eml/dataset/otherEntity/physical/dataFormat/textFormat/numHeaderLines",154
"spatialVector_physical_dataFormat_textFormat_numHeaderLines","/eml/dataset/spatialVector/physical/dataFormat/textFormat/numHeaderLines",3
"dataTable_numberOfRecords","/eml/dataset/dataTable/numberOfRecords",5630
"dataTable_attributeList_attribute_measurementScale_ratio_numericDomain_numberType","/eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType",99828
"dataTable_attributeList_attribute_measurementScale_interval_numericDomain_numberType","/eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/numberType",19067
"spatialVector_attributeList_attribute_measurementScale_ratio_numericDomain_numberType","/eml/dataset/spatialVector/attributeList/attribute/measurementScale/ratio/numericDomain/numberType",1209
"spatialRaster_attributeList_attribute_measurementScale_ratio_numericDomain_numberType","/eml/dataset/spatialRaster/attributeList/attribute/measurementScale/ratio/numericDomain/numberType",330
"spatialRaster_attributeList_attribute_measurementScale_interval_numericDomain_numberType","/eml/dataset/spatialRaster/attributeList/attribute/measurementScale/interval/numericDomain/numberType",327
"spatialVector_attributeList_attribute_measurementScale_interval_numericDomain_numberType","/eml/dataset/spatialVector/attributeList/attribute/measurementScale/interval/numericDomain/numberType",27
"dataTable_physical_objectName","/eml/dataset/dataTable/physical/objectName",10531
"otherEntity_physical_objectName","/eml/dataset/otherEntity/physical/objectName",3925
"spatialRaster_physical_objectName","/eml/dataset/spatialRaster/physical/objectName",534
"spatialVector_physical_objectName","/eml/dataset/spatialVector/physical/objectName",476
"dataTable_physical_distribution_online_onlineDescription","/eml/dataset/dataTable/physical/distribution/online/onlineDescription",945
"methods_methodStep_dataSource_distribution_online_onlineDescription","/eml/dataset/methods/methodStep/dataSource/distribution/online/onlineDescription",240
"otherEntity_physical_distribution_online_onlineDescription","/eml/dataset/otherEntity/physical/distribution/online/onlineDescription",189
"distribution_online_onlineDescription","/eml/dataset/distribution/online/onlineDescription",118
"project_designDescription_citation_distribution_online_onlineDescription","/eml/dataset/project/designDescription/citation/distribution/online/onlineDescription",11
"methods_methodStep_protocol_distribution_online_onlineDescription","/eml/dataset/methods/methodStep/protocol/distribution/online/onlineDescription",2
"methods_methodStep_citation_distribution_online_onlineDescription","/eml/dataset/methods/methodStep/citation/distribution/online/onlineDescription",1
"methods_sampling_citation_distribution_online_onlineDescription","/eml/dataset/methods/sampling/citation/distribution/online/onlineDescription",1
"contact_onlineUrl","/eml/dataset/contact/onlineUrl",5994
"creator_onlineUrl","/eml/dataset/creator/onlineUrl",4329
"metadataProvider_onlineUrl","/eml/dataset/metadataProvider/onlineUrl",2857
"publisher_onlineUrl","/eml/dataset/publisher/onlineUrl",2232
"project_personnel_onlineUrl","/eml/dataset/project/personnel/onlineUrl",1974
"associatedParty_onlineUrl","/eml/dataset/associatedParty/onlineUrl",1067
"dataTable_methods_methodStep_software_creator_onlineUrl","/eml/dataset/dataTable/methods/methodStep/software/creator/onlineUrl",880
"methods_methodStep_dataSource_creator_onlineUrl","/eml/dataset/methods/methodStep/dataSource/creator/onlineUrl",111
"methods_methodStep_dataSource_contact_onlineUrl","/eml/dataset/methods/methodStep/dataSource/contact/onlineUrl",88
"methods_methodStep_protocol_creator_onlineUrl","/eml/dataset/methods/methodStep/protocol/creator/onlineUrl",16
"project_designDescription_citation_creator_onlineUrl","/eml/dataset/project/designDescription/citation/creator/onlineUrl",11
